,url,date
53,/markets/2023/04/13/coindesk-indices-unveils-bitcoin-trend-indicator/,2023-04-13
54,/policy/2023/04/13/london-stock-exchange-unit-to-clear-bitcoin-index-futures-options/,2023-04-13
55,/markets/2023/04/13/first-mover-americas-bitcoin-soars-past-30k/,2023-04-13
56,/markets/2023/04/13/ether-rallies-to-2k-after-shanghai-upgrade-outshines-bitcoin/,2023-04-13
57,/markets/2023/04/13/first-mover-asia-major-cryptos-remain-unstirred-by-inflation-data-ethereum-shanghai-fork/,2023-04-13
58,/markets/2023/04/12/bitcoin-bulls-bears-wrestle-amid-hopeful-signs-in-latest-inflation-data/,2023-04-12
59,/markets/2023/04/12/bitcoin-hovers-around-30k-ether-holds-above-19k-ahead-of-shapella-upgrade/,2023-04-12
60,/markets/2023/04/12/large-bitcoin-investor-sent-330m-of-btc-to-exchange-before-price-dropped-below-30k-blockchain-data/,2023-04-12
61,/business/2023/04/12/could-bitcoin-be-the-greatest-esg-investment-of-all-time/,2023-04-12
62,/policy/2023/04/12/argentinas-national-securities-commission-approves-bitcoin-futures/,2023-04-12
63,/markets/2023/04/12/first-mover-americas-bitcoin-soars-past-30k/,2023-04-12
64,/business/2023/04/12/billionaire-warren-buffett-calls-bitcoin-a-gambling-token/,2023-04-12
65,/business/2023/04/12/us-cpi-inflation-rises-01-in-march-slower-than-forecasts-for-02/,2023-04-12
66,/markets/2023/04/12/ether-bitcoin-ratio-likely-to-drop-after-shapella-qcp-capital/,2023-04-12
67,/markets/2023/04/12/as-bitcoin-open-interest-surges-to-highest-level-since-ftx-crash-trading-firm-sees-bullish-signs/,2023-04-12
68,/markets/2023/04/12/chinas-credit-impulse-is-picking-up-heres-why-it-matters-to-bitcoin/,2023-04-12
69,/business/2023/04/12/us-banking-crisis-may-be-vindication-for-crypto-ecosystem-jpmorgan/,2023-04-12
70,/markets/2023/04/12/bitcoin-slips-under-30k-ether-staking-tokens-take-a-beating-ahead-of-shapella-upgrade/,2023-04-12
71,/markets/2023/04/12/first-mover-asia-does-bitcoin-at-30k-really-matter/,2023-04-12
72,/business/2023/04/12/metalpha-launches-grayscale-based-digital-asset-fund/,2023-04-12
73,/markets/2023/04/11/bitcoin-holds-firm-above-30k-ether-hovers-near-19k-ahead-of-cpi-shapella-upgrade/,2023-04-11
74,/consensus-magazine/2023/04/11/crypto-consensus-bitcoin/,2023-04-11
75,/markets/2023/04/11/bitcoin-cracks-30k-but-for-how-long/,2023-04-11
76,/policy/2023/04/11/el-salvador-grants-first-digital-asset-license-to-bitfinex/,2023-04-11
77,/podcasts/the-breakdown-with-nlw/bitcoins-rally-to-30k-being-driven-by-good-old-fashioned-spot-btc-buying/,2023-04-11
78,/markets/2023/04/11/riot-platforms-and-marathon-digital-lead-crypto-stock-gains-as-bitcoin-settles-in-above-30k/,2023-04-11
79,/consensus-magazine/2023/04/11/the-new-york-times-skewed-bitcoin-mining-expose-reveals-blatant-bias/,2023-04-11
80,/consensus-magazine/2023/04/11/crypto-q1-2023-performance-recap/,2023-04-11
81,/markets/2023/04/11/first-mover-americas-bitcoin-soars-past-30k/,2023-04-11
82,/markets/2023/04/11/bitcoin-not-ether-is-becoming-more-dominant-in-crypto-market-ahead-of-ethereums-shanghai-upgrade/,2023-04-11
83,/markets/2023/04/11/bitcoin-shorts-take-on-87-of-futures-liquidations-as-btc-crosses-30k/,2023-04-11
84,/markets/2023/04/11/bitcoin-price-ticker-goes-live-on-chinas-douyin-app/,2023-04-11
85,/markets/2023/04/11/first-mover-asia-arthur-hayes-sees-a-balkanization-of-finance-coming-soon-as-crypto-rallies/,2023-04-11
86,/business/2023/04/11/bitcoin-breaks-above-30k-for-first-time-since-june-2022/,2023-04-11
87,/markets/2023/04/10/crypto-related-stocks-surge-as-bitcoin-price-hits-highest-since-june-2022/,2023-04-10
88,/markets/2023/04/10/first-mover-americas-ether-options-tilting-bearish/,2023-04-10
89,/markets/2023/04/10/bitcoin-faces-low-risk-of-liquidations-induced-price-volatility-after-70-surge/,2023-04-10
90,/markets/2023/04/10/first-mover-asia-is-a-sharp-move-around-the-corner-for-bitcoin-and-ether/,2023-04-10
91,/tech/2023/04/08/drugs-erratic-dismissals-and-feuding-founders-behind-bitcoin-marketplace-paxfuls-unraveling/,2023-04-08
92,/podcasts/markets-daily/weekend-story-sen-warrens-anti-crypto-army-is-just-the-beginning-of-cryptos-politicization/,2023-04-08
93,/web3/2023/04/07/opensea-goes-pro-ralph-lauren-takes-crypto/,2023-04-07
94,/business/2023/04/07/us-adds-236k-jobs-in-march-versus-forecasts-for-239k/,2023-04-07
95,/markets/2023/04/07/first-mover-asia-bitcoin-is-flat-ether-in-the-red-as-a-long-weekend-begins/,2023-04-07
96,/markets/2023/04/06/crypto-investors-unmoved-by-revised-jobless-data/,2023-04-06
97,/markets/2023/04/06/ether-holds-near-19k-as-shanghai-fork-approaches/,2023-04-06
98,/markets/2023/04/06/first-mover-americas-bitcoin-buckles-day-before-us-jobs-report/,2023-04-06
99,/markets/2023/04/06/bitcoins-tight-correlation-with-nasdaq-to-sp-500-ratio-muddies-the-safe-haven-narrative/,2023-04-06
100,/tech/2023/04/06/hidden-inside-macos-the-bitcoin-whitepaper/,2023-04-06
101,/markets/2023/04/06/first-mover-asia-crypto-liquidity-providers-can-be-profitable-by-considering-trade-volume-volatility-other-factors-data-firm-says/,2023-04-06
102,/markets/2023/04/05/bitcoin-ether-momentum-traveling-divergent-paths/,2023-04-05
103,/consensus-magazine/2023/04/05/happy-48th-birthday-satoshi-nakamoto/,2023-04-05
104,/markets/2023/04/05/crypto-investors-why-you-need-to-understand-layer-1-protocols/,2023-04-05
105,/business/2023/04/05/microstrategy-buys-another-1045-bitcoin-for-239m/,2023-04-05
106,/markets/2023/04/05/bitcoins-spot-to-derivatives-trading-volume-slides-to-lowest-since-may/,2023-04-05
107,/tech/2023/04/05/as-bitcoin-platform-paxful-closes-co-founder-youssef-talks-up-alternatives/,2023-04-05
108,/markets/2023/04/05/first-mover-asia-chilly-doge-while-bitcoin-simmers-over-286k/,2023-04-05
109,/markets/2023/04/04/tokenized-gold-surpasses-1b-in-market-cap-as-gold-price-nears-all-time-high/,2023-04-04
110,/markets/2023/04/04/crypto-funds-bitcoin-holdings-rise-as-investor-demand-rebounds/,2023-04-04
111,/markets/2023/04/04/ether-gains-on-bitcoin-but-jolts-jobs-data-leaves-markets-unmoved/,2023-04-04
112,/markets/2023/04/04/crypto-market-cap-jumps-to-119t-the-highest-since-june/,2023-04-04
113,/consensus-magazine/2023/04/04/bitcoin-safety-markets/,2023-04-04
114,/markets/2023/04/04/either-rallies-to-8-month-high-gains-ground-against-bitcoin/,2023-04-04
115,/markets/2023/04/04/bitcoin-volatility-indexs-correlation-with-price-flips-positive-boosts-appeal-of-bullish-call-options/,2023-04-04
116,/markets/2023/04/04/first-mover-asia-bitcoin-extends-its-stay-below-28k/,2023-04-04
117,/markets/2023/04/03/bitcoin-drops-to-275k-while-dogecoin-soars/,2023-04-03
118,/markets/2023/04/03/internet-computer-issues-liquid-bitcoin-for-faster-and-affordable-btc-transactions/,2023-04-03
119,/markets/2023/04/03/first-mover-americas-bitcoins-within-range-of-30k/,2023-04-03
120,/markets/2023/04/03/us-banking-system-turmoil-has-spurred-bitcoin-outperformance-coinbase/,2023-04-03
121,/markets/2023/04/03/april-seasonality-in-favor-of-bitcoin-and-stocks/,2023-04-03
122,/markets/2023/04/03/first-mover-asia-bitcoin-holds-above-28-as-investors-await-fresh-productivity-jobs-data/,2023-04-03
123,/consensus-magazine/2023/04/01/balaji-srinivasans-1m-bitcoin-bet-could-be-right-but-i-hope-hes-wrong/,2023-04-01
124,/tech/2023/03/31/zerosync-and-blockstream-to-broadcast-bitcoin-zero-knowledge-proofs-from-space/,2023-03-31
125,/markets/2023/03/31/crypto-market-march-roundup-bitcoin-rises-amid-banking-uncertainties-macro-headwinds/,2023-03-31
126,/policy/2023/03/31/us-futures-watchdog-issues-compliance-rule-for-crypto-activities-among-members/,2023-03-31
127,/markets/2023/03/31/investors-pour-money-into-crypto-investments-for-a-fourth-straight-month/,2023-03-31
128,/tech/2023/03/31/planners-of-bitcoin-conference-in-atlanta-move-to-open-source-their-agenda/,2023-03-31
129,/business/2023/03/31/us-government-sold-216m-of-seized-silk-road-bitcoin-this-month/,2023-03-31
130,/markets/2023/03/31/first-mover-americas-ripples-xrp-token-marches-forward/,2023-03-31
131,/markets/2023/03/31/bitcoin-dips-below-28k-as-options-expire-traders-borrow-wbtc-from-aave/,2023-03-31
132,/markets/2023/03/31/first-mover-asia-bitcoin-hovers-around-28000/,2023-03-31
133,/markets/2023/03/30/bevy-of-economic-data-barely-stirs-bitcoin-ether/,2023-03-30
134,/markets/2023/03/30/bitcoin-is-still-in-its-safe-haven-period-analyst/,2023-03-30
135,/podcasts/markets-daily/crypto-update-bitcoin-volatility-investor-risk-appetite-crypto-resilience-and-global-trade-shifts/,2023-03-30
136,/tech/2023/03/30/crypto-custody-firm-bitgo-releases-security-features-aimed-at-bitcoin-ordinals/,2023-03-30
137,/markets/2023/03/30/first-mover-americas-investors-dig-risk-again/,2023-03-30
138,/markets/2023/03/30/bitcoin-options-worth-4b-will-expire-on-friday-heres-is-why-it-matters/,2023-03-30
139,/markets/2023/03/30/bitcoin-price-rally-stalls-as-whales-take-profits-cryptoquant/,2023-03-30
140,/markets/2023/03/29/first-mover-asia-bitcoin-rises-over-283k-despite-binance-legal-woes/,2023-03-29
141,/markets/2023/03/29/low-trading-volumes-diminishing-liquidity-spur-bitcoin-price-volatility/,2023-03-29
142,/podcasts/markets-daily/crypto-update-cryptos-regulatory-cold-war/,2023-03-29
143,/markets/2023/03/29/first-mover-americas-bitcoin-up-70-this-year-rebounds-past-28k/,2023-03-29
144,/markets/2023/03/29/bitcoin-heads-for-best-quarter-in-two-years-outperforms-ether-gold-and-nasdaq/,2023-03-29
145,/markets/2023/03/29/bitcoin-regains-28k-xrp-surges-for-a-second-day/,2023-03-29
146,/markets/2023/03/29/first-mover-asia-will-cftcs-action-against-binance-benefit-cryptos-asia-narrative/,2023-03-29
147,/markets/2023/03/28/bitcoin-layer-2-stacks-token-a-top-performer-in-march/,2023-03-28
148,/tech/2023/03/28/zebedee-debuts-global-payment-service-powered-by-bitcoins-lightning-network/,2023-03-28
149,/markets/2023/03/28/bitcoin-seesaws-around-27k-as-investors-digest-binance-cftc-lawsuit/,2023-03-28
150,/markets/2023/03/28/on-chain-stablecoin-profitability-ratios-signal-investor-caution/,2023-03-28
151,/consensus-magazine/2023/03/28/why-bitcoin-is-your-best-bet-against-inflation/,2023-03-28
152,/markets/2023/03/28/fear-and-greed-index-pulls-back-after-hitting-greediest-level-since-late-2021/,2023-03-28
153,/markets/2023/03/28/first-mover-americas-bitcoin-drops-on-cftcs-suit-vs-binance/,2023-03-28
154,/markets/2023/03/28/binance-lawsuit-may-worsen-crypto-market-liquidity-pull-bitcoin-down-to-25k/,2023-03-28
155,/tech/2023/03/28/newly-formed-zerosync-association-brings-zero-knowledge-proofs-to-bitcoin/,2023-03-28
156,/markets/2023/03/28/first-mover-asia-chinas-state-owned-banks-are-soliciting-hong-kong-crypto-business-but-opening-an-account-is-hard/,2023-03-28
157,/markets/2023/03/27/bitcoin-sinks-below-27k-after-cftc-files-suit-against-binance/,2023-03-27
158,/markets/2023/03/27/asset-managers-bitcoin-exposure-rises-reversing-recent-trend/,2023-03-27
159,/markets/2023/03/27/binance-bitcoin-trading-volume-hits-lowest-level-in-8-months-following-termination-of-zero-fee-trading/,2023-03-27
160,/business/2023/03/27/microstrategy-pays-off-silvergate-loan-buys-more-bitcoin/,2023-03-27
161,/markets/2023/03/27/first-mover-americas-first-citizens-scooping-up-big-chunks-of-silicon-valley-bank/,2023-03-27
162,/markets/2023/03/27/bitcoin-has-benefited-from-us-dollar-liquidity-to-support-banks-morgan-stanley/,2023-03-27
163,/markets/2023/03/27/first-mover-asia-bitcoin-is-ready-for-a-consolidation-phase/,2023-03-27
164,/podcasts/the-breakdown-with-nlw/why-well-remember-this-banking-crisis-as-a-turning-point-for-bitcoin/,2023-03-26
165,/consensus-magazine/2023/03/25/bitcoin-was-a-winner-during-the-us-banking-crisis-but-illiquidity-prevents-it-from-being-a-usd-hedge/,2023-03-25
166,/podcasts/the-breakdown-with-nlw/safe-haven-from-banks-bitcoins-new-narrative-comes-into-view/,2023-03-25
167,/markets/2023/03/24/bitcoin-ether-prices-flatten-during-week-of-financial-turmoil/,2023-03-24
168,/markets/2023/03/24/bitcoin-edges-below-28k-as-investors-weigh-deutsche-bank-contagion-fears/,2023-03-24
169,/consensus-magazine/2023/03/24/bitcoin-from-defunct-btc-e-on-the-move-again-report/,2023-03-24
170,/consensus-magazine/2023/03/24/bank-consolidation-threatens-freedom-makes-case-for-bitcoin/,2023-03-24
171,/consensus-magazine/2023/03/24/a-sudden-onset-of-hyperinflation-what-will-happen-to-bitcoin/,2023-03-24
172,/markets/2023/03/24/heres-why-crypto-traders-should-be-attentive-to-de-inversion-of-treasury-yield-curve/,2023-03-24
173,/markets/2023/03/24/first-mover-americas-bitcoin-clings-to-28k-as-turbulent-week-draws-to-close/,2023-03-24
174,/policy/2023/03/24/el-salvador-president-nayib-bukele-to-introduce-bill-eliminating-taxes-on-technology-innovations/,2023-03-24
175,/business/2023/03/24/bitcoin-mining-industry-is-well-positioned-to-participate-in-a-new-cycle-bernstein/,2023-03-24
176,/markets/2023/03/23/first-mover-asia-bitcoin-regains-momentum-as-investors-shrug-off-banking-fed-concerns/,2023-03-23
177,/markets/2023/03/23/bitcoin-holds-steady-above-28k-ether-rises-in-post-fed-rally/,2023-03-23
178,/markets/2023/03/23/bitcoin-ether-diverging-paths-show-resilience-and-opportunity/,2023-03-23
179,/markets/2023/03/23/first-mover-americas-sec-warns-coinbase/,2023-03-23
180,/markets/2023/03/23/rising-bitcoin-miner-revenue-from-fees-suggests-onset-of-major-bull-run/,2023-03-23
181,/markets/2023/03/23/bitcoin-inches-toward-28k-as-traders-see-260m-in-futures-liquidations/,2023-03-23
182,/markets/2023/03/23/first-mover-asia-blockchain-enabled-sim-card-for-crypto-investors-fuels-conflux-growth-bitcoin-holds-near-273k-after-fed-decision/,2023-03-23
183,/markets/2023/03/22/binance-curb-on-zero-fee-trading-may-cost-market-share-boost-trueusd-stablecoin/,2023-03-22
184,/markets/2023/03/22/short-term-btc-holders-stablecoin-supplies-could-indicate-cryptos-future-price-direction/,2023-03-22
185,/tech/2023/03/22/rapid-bank-runs-reveal-deposits-are-now-magic-internet-money-too/,2023-03-22
186,/markets/2023/03/22/bitcoin-sinks-below-27k-as-fed-powell-keep-focus-on-inflation/,2023-03-22
187,/business/2023/03/22/federal-reserve-hikes-rates-by-25-basis-points/,2023-03-22
188,/business/2023/03/22/smart-money-tools-reveal-where-crypto-capital-is-moving/,2023-03-22
189,/markets/2023/03/22/first-mover-americas-bitcoin-traders-await-feds-decision/,2023-03-22
190,/markets/2023/03/22/first-mover-asia-traders-focused-on-liquidity-fomc-as-asia-opens-its-business-day/,2023-03-22
191,/markets/2023/03/21/bitcoin-holds-firm-above-28k-equities-rise-amid-banking-sector-rebound/,2023-03-21
192,/markets/2023/03/21/on-chain-indicator-suggests-bitcoin-ether-are-trading-at-a-discount/,2023-03-21
193,/consensus-magazine/2023/03/21/bitcoin-inflation-fed-acheson/,2023-03-21
194,/podcasts/markets-daily/crypto-update-what-the-banking-crises-means-for-interests-rates-and-bitcoin/,2023-03-21
195,/web3/2023/03/21/magic-eden-embraces-ordinals-releases-bitcoin-nft-marketplace/,2023-03-21
196,/consensus-magazine/2023/03/21/does-bitcoins-rally-vindicate-the-inflation-hedge-thesis-or-is-risk-back-on-the-menu/,2023-03-21
197,/tech/2023/03/21/privacy-focused-wasabi-wallet-reinstates-coin-control-feature-in-latest-software-upgrade/,2023-03-21
198,/markets/2023/03/21/first-mover-americas-bitcoin-holds-steady-at-28k-before-fed-meeting/,2023-03-21
199,/markets/2023/03/21/fed-preview-powell-likely-to-raise-rates-by-25-bps-against-crypto-markets-hope-for-status-quo/,2023-03-21
200,/markets/2023/03/21/first-mover-asia-crypto-vc-funding-was-resilient-in-the-bear-market-its-now-powering-through-this-mini-bull-cycle/,2023-03-21
201,/markets/2023/03/20/bitcoin-seesaws-below-28k-as-investors-eye-fed-interest-rate-decision/,2023-03-20
202,/markets/2023/03/20/bitcoin-ether-trade-lower-after-breaching-technical-indicator/,2023-03-20
203,/markets/2023/03/20/digital-asset-outflows-continue-for-6th-week-despite-bitcoin-price-surge/,2023-03-20
204,/consensus-magazine/2023/03/20/bitcoin-laughs-as-credit-suisse-implodes/,2023-03-20
205,/markets/2023/03/20/first-mover-americas-bitcoin-as-safety-play-climbs-past-28k/,2023-03-20
206,/markets/2023/03/20/crypto-market-witnesses-odd-relationship-between-bitcoin-ether-volatility-metrics/,2023-03-20
207,/markets/2023/03/20/open-interest-in-bitcoin-futures-hits-yearly-high-of-12b/,2023-03-20
208,/markets/2023/03/20/fed-ecb-and-others-take-coordinated-steps-to-boost-dollar-liquidity-bitcoin-tops-28k/,2023-03-20
209,/markets/2023/03/20/first-mover-asia-bitcoin-is-being-made-great-again/,2023-03-20
210,/markets/2023/03/17/bitcoin-ether-swing-from-cold-to-hot-in-event-filled-week/,2023-03-17
211,/consensus-magazine/2023/03/17/this-crisis-will-define-the-future-of-money/,2023-03-17
212,/consensus-magazine/2023/03/17/bitcoin-banking-crisis-silicon-valley-bank-crypto/,2023-03-17
213,/markets/2023/03/17/derivatives-protocol-volmex-finances-bitcoin-and-ether-volatility-charts-are-live-on-tradingview/,2023-03-17
214,/markets/2023/03/17/first-mover-americas-bitcoin-busts-through-26k/,2023-03-17
215,/markets/2023/03/17/bitcoin-is-benefiting-from-cryptos-flight-to-quality-matrixport/,2023-03-17
216,/markets/2023/03/17/bitcoin-breakout-has-put-28k-in-cross-hairs/,2023-03-17
217,/markets/2023/03/17/feds-balance-sheet-swells-by-nearly-297b-but-its-not-qe/,2023-03-17
218,/markets/2023/03/17/first-mover-asia-asia-pushes-bitcoin-past-25k/,2023-03-17
219,/markets/2023/03/16/bitcoin-ether-shrug-off-us-jobs-data/,2023-03-16
220,/markets/2023/03/16/bitcoin-holds-steady-above-25k-as-euro-banking-crisis-eases/,2023-03-16
221,/es/markets/2023/03/16/la-cantidad-de-bitcoin-en-fondos-cae-a-su-nivel-mas-bajo-desde-octubre-de-2021/,2023-03-16
222,/markets/2023/03/16/first-mover-americas-investors-pull-coins-from-bitcoin-funds/,2023-03-16
223,/markets/2023/03/16/bitcoin-held-in-funds-drops-to-lowest-since-october-2021-bytetree-data-shows/,2023-03-16
224,/markets/2023/03/16/bitcoin-dips-below-25k-as-market-debates-liquidity/,2023-03-16
225,/markets/2023/03/15/bitcoin-slides-below-245k-as-european-banking-woes-spook-investors/,2023-03-15
226,/markets/2023/03/15/trading-ranges-for-bitcoin-ether-reflect-diverging-views-about-the-assets/,2023-03-15
227,/markets/2023/03/15/evaluating-bitcoin-as-a-store-of-value/,2023-03-15
228,/markets/2023/03/15/first-mover-americas-bitcoin-falls-back-to-below-25k/,2023-03-15
229,/markets/2023/03/15/bitcoin-options-market-still-afraid-of-usdc-volatility/,2023-03-15
230,/markets/2023/03/15/bitcoin-isnt-trading-as-a-currency-but-as-a-speculative-asset-morgan-stanley/,2023-03-15
231,/markets/2023/03/15/bitcoin-ether-volatility-stuns-bears-and-bulls-alike-some-say-recent-price-action-driven-by-bank-crisis/,2023-03-15
232,/markets/2023/03/15/first-mover-asia-bitcoin-holds-near-25k-as-investors-remain-upbeat-about-inflation-data-fed-rate-hikes/,2023-03-15
233,/markets/2023/03/14/bitcoin-gains-early-fades-late-to-trade-below-25k/,2023-03-14
234,/markets/2023/03/14/crypto-investors-are-left-guessing-the-feds-next-move/,2023-03-14
235,/es/markets/2023/03/14/bitcoin-supera-los-us26k-y-registra-las-mayores-liquidaciones-en-dos-meses/,2023-03-14
236,/markets/2023/03/14/first-mover-americas-bitcoin-hits-3-week-high-on-relief-rally/,2023-03-14
237,/business/2023/03/14/us-inflation-slows-to-6-in-february-bitcoin-breaks-25k/,2023-03-14
238,/markets/2023/03/14/bitcoin-options-volume-on-deribit-hits-highest-level-in-22-months-as-bank-failures-breed-volatility/,2023-03-14
239,/markets/2023/03/14/bitcoin-nears-25k-as-interbank-funding-stress-indicator-surges-to-highest-since-covid-crash/,2023-03-14
240,/markets/2023/03/14/bitcoin-crosses-247k-sees-highest-liquidations-in-two-months/,2023-03-14
241,/markets/2023/03/14/first-mover-asia-bitcoins-store-of-value-narrative-is-on-full-display-crypto-prices-stay-green/,2023-03-14
242,/markets/2023/03/14/prices-volume-spike-on-mix-of-regulators-backstops-and-lower-rate-expectations/,2023-03-14
243,/markets/2023/03/13/bitcoin-spike-to-245k-stemmed-from-regulators-bank-interventions-binance-stablecoin-conversion-investor-hopes-for-fed-dovishness/,2023-03-13
244,/consensus-magazine/2023/03/13/bitcoin-was-built-was-for-this-moment/,2023-03-13
245,/markets/2023/03/13/crypto-fund-outflows-hit-record-weekly-level/,2023-03-13
246,/markets/2023/03/13/bitcoin-surges-18-as-300m-in-derivatives-positions-liquidated/,2023-03-13
247,/markets/2023/03/13/microstrategy-and-marathon-digital-lead-tenuous-bounce-for-crypto-related-stocks/,2023-03-13
248,/markets/2023/03/13/first-mover-americas-bitcoin-gains-as-fdic-steps-in-for-silicon-valley-bank/,2023-03-13
249,/markets/2023/03/13/bitcoin-us-stock-futures-erase-early-gains-as-first-republic-bank-tanks-50-in-pre-market-trading/,2023-03-13
250,/markets/2023/03/13/silicon-valley-bank-crisis-a-cyprus-moment-for-bitcoin-crypto-observers/,2023-03-13
251,/markets/2023/03/13/first-mover-asia-silicon-valley-bank-failure-highlights-small-banks-vulnerability-bitcoin-soars-past-225k/,2023-03-13
252,/markets/2023/03/12/usdc-volatility-lifts-bitcoins-coinbase-premium-to-3-year-high/,2023-03-12
253,/markets/2023/03/11/bitcoin-regains-20k-after-200m-in-crypto-liquidations-some-traders-brush-off-usdc-fears/,2023-03-11
